Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalsSuite,Chrome 77.0.3865.90,,2019-09-30 12:16:17,2019-09-30 12:21:59,5m - 42.491s,PASSED
,,,,,,
Test Cases/NewArrival/productWatchlist,Chrome 77.0.3865.90,,2019-09-30 12:16:17,2019-09-30 12:21:58,5m - 41.240s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 77.0.3865.90,,2019-09-30 12:16:17,2019-09-30 12:16:17,0.065s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-09-30 12:16:18,2019-09-30 12:16:22,3.704s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 77.0.3865.90,,2019-09-30 12:16:22,2019-09-30 12:21:58,5m - 36.625s,PASSED
