Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalSuite,Chrome 73.0.3683.103,,2019-04-30 12:38:19,2019-04-30 12:39:33,1m - 14.419s,ERROR
,,,,,,
Test Cases/NewArrivals,Chrome 73.0.3683.103,,2019-04-30 12:38:19,2019-04-30 12:39:33,1m - 13.336s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.103,,2019-04-30 12:38:19,2019-04-30 12:38:19,0.104s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-30 12:38:20,2019-04-30 12:38:23,3.461s,PASSED
"navigateToUrl(""https://test14.cliotest.com/backoffice/control/main"")",Chrome 73.0.3683.103,,2019-04-30 12:38:23,2019-04-30 12:38:31,7.459s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 73.0.3683.103,,2019-04-30 12:38:31,2019-04-30 12:39:33,1m - 1.756s,ERROR
