Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditOrderSuite,Chrome 76.0.3809.87,,2019-08-06 16:24:03,2019-08-06 16:26:19,2m - 16.093s,FAILED
,,,,,,
Test Cases/EditOrder/rsEditOrderSimple,Chrome 76.0.3809.87,,2019-08-06 16:24:04,2019-08-06 16:26:18,2m - 13.778s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 76.0.3809.87,,2019-08-06 16:24:04,2019-08-06 16:24:04,0.082s,PASSED
"callTestCase(findTestCase(""EditOrder/retailOrderBO""), [""editScenarioNumber"":1], STOP_ON_FAILURE)",Chrome 76.0.3809.87,,2019-08-06 16:24:05,2019-08-06 16:26:18,2m - 12.807s,FAILED
