Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditOrderSuite,Chrome 78.0.3904.70,,2019-11-06 03:39:28,2019-11-06 04:06:14,26m - 45.478s,PASSED
,,,,,,
Test Cases/EditOrder-V/rsEditOrderSimple,Chrome 78.0.3904.70,,2019-11-06 03:39:29,2019-11-06 03:44:30,5m - 1.146s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 78.0.3904.70,,2019-11-06 03:39:29,2019-11-06 03:39:29,0.047s,PASSED
"callTestCase(findTestCase(""EditOrder/retailOrderBO""), [""editScenarioNumber"":1], STOP_ON_FAILURE)",Chrome 78.0.3904.70,,2019-11-06 03:39:29,2019-11-06 03:41:34,2m - 4.659s,PASSED
delay(10),Chrome 78.0.3904.70,,2019-11-06 03:41:34,2019-11-06 03:41:44,10.006s,PASSED
"callTestCase(findTestCase(""TestCaseUtilities/setVHost""), [:], STOP_ON_FAILURE)",Chrome 78.0.3904.70,,2019-11-06 03:41:44,2019-11-06 03:41:54,9.652s,PASSED
"callTestCase(findTestCase(""TestCaseUtilities/rsLogin""), [""RSURL"":"""", ""RSuser"":"""", ""RSpass"":""""], STOP_ON_FAILURE)",Chrome 78.0.3904.70,,2019-11-06 03:41:54,2019-11-06 03:42:44,50.582s,PASSED
"callTestCase(findTestCase(""EditOrder/rsOrderHistoryConfirm""), [""orderID"":"""", ""editScenarioNumber"":1], STOP_ON_FAILURE)",Chrome 78.0.3904.70,,2019-11-06 03:42:44,2019-11-06 03:44:30,1m - 45.574s,PASSED
,,,,,,
Test Cases/EditOrder-V/rsEditOrderDonation,Chrome 78.0.3904.70,,2019-11-06 03:44:30,2019-11-06 03:48:03,3m - 33.359s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 78.0.3904.70,,2019-11-06 03:44:30,2019-11-06 03:44:30,0.002s,PASSED
"callTestCase(findTestCase(""EditOrder/retailOrderBO""), [""editScenarioNumber"":4], STOP_ON_FAILURE)",Chrome 78.0.3904.70,,2019-11-06 03:44:30,2019-11-06 03:46:29,1m - 58.929s,PASSED
delay(10),Chrome 78.0.3904.70,,2019-11-06 03:46:29,2019-11-06 03:46:39,10.003s,PASSED
"callTestCase(findTestCase(""TestCaseUtilities/rsLogin""), [""RSURL"":"""", ""RSuser"":"""", ""RSpass"":""""], STOP_ON_FAILURE)",Chrome 78.0.3904.70,,2019-11-06 03:46:39,2019-11-06 03:47:28,48.441s,PASSED
