Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalsSuite,Chrome 77.0.3865.90,,2019-09-30 17:16:00,2019-09-30 17:24:21,8m - 21.878s,FAILED
,,,,,,
Test Cases/NewArrival/BOPersonal,Chrome 77.0.3865.90,,2019-09-30 17:16:00,2019-09-30 17:24:20,8m - 19.800s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 77.0.3865.90,,2019-09-30 17:16:01,2019-09-30 17:16:01,0.090s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-09-30 17:16:01,2019-09-30 17:16:06,4.743s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 77.0.3865.90,,2019-09-30 17:16:06,2019-09-30 17:24:20,8m - 14.062s,FAILED
