Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MicrositeTestSuite,Chrome 75.0.3770.100,,2019-07-05 11:25:17,2019-07-05 11:31:52,6m - 34.767s,PASSED
,,,,,,
Test Cases/virtualShowRSVP/createShow,Chrome 75.0.3770.100,,2019-07-05 11:25:17,2019-07-05 11:26:45,1m - 27.402s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,2019-07-05 11:25:18,2019-07-05 11:25:18,0.118s,PASSED
"dataFile = ""virtualShowData""",Chrome 75.0.3770.100,,2019-07-05 11:25:19,2019-07-05 11:25:19,0.003s,PASSED
"stylist = findTestData(dataFile).getValue(""stylist"", 1)",Chrome 75.0.3770.100,,2019-07-05 11:25:19,2019-07-05 11:25:20,1.696s,PASSED
"hostess = findTestData(dataFile).getValue(""hostess"", 1)",Chrome 75.0.3770.100,,2019-07-05 11:25:20,2019-07-05 11:25:20,0.084s,PASSED
"cohostess = findTestData(dataFile).getValue(""cohostess"", 1)",Chrome 75.0.3770.100,,2019-07-05 11:25:20,2019-07-05 11:25:20,0.110s,PASSED
"guest1 = findTestData(dataFile).getValue(""guest1"", 1)",Chrome 75.0.3770.100,,2019-07-05 11:25:20,2019-07-05 11:25:21,0.071s,PASSED
"guest2 = findTestData(dataFile).getValue(""guest2"", 1)",Chrome 75.0.3770.100,,2019-07-05 11:25:21,2019-07-05 11:25:21,0.116s,PASSED
"verifyGuestCount = findTestData(dataFile).getValue(""verifyGuestCount"", 1)",Chrome 75.0.3770.100,,2019-07-05 11:25:21,2019-07-05 11:25:21,0.144s,PASSED
"RSTestEnvt = findTestData(""envtData"").getValue(""RSTestEnvt"", 1)",Chrome 75.0.3770.100,,2019-07-05 11:25:21,2019-07-05 11:25:21,0.069s,PASSED
"openBrowser("""")",Chrome 75.0.3770.100,,2019-07-05 11:25:21,2019-07-05 11:25:25,4.393s,PASSED
maximizeWindow(),Chrome 75.0.3770.100,,2019-07-05 11:25:25,2019-07-05 11:25:26,1.063s,PASSED
"callTestCase(findTestCase(""TestCaseUtilities/backOfficeLogin""), [""BOURL"":"""", ""BOuser"":"""", ""BOpass"":""""], STOP_ON_FAILURE)",Chrome 75.0.3770.100,,2019-07-05 11:25:26,2019-07-05 11:25:49,23.152s,PASSED
"verifyElementText(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi/span_username""), stylist)",Chrome 75.0.3770.100,,2019-07-05 11:25:49,2019-07-05 11:25:50,0.102s,PASSED
"click(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Home/a_shows _orders""))",Chrome 75.0.3770.100,,2019-07-05 11:25:50,2019-07-05 11:25:50,0.131s,PASSED
"click(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Home/a_Create_A_Show""))",Chrome 75.0.3770.100,,2019-07-05 11:25:50,2019-07-05 11:25:53,3.064s,PASSED
"setText(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Create Show - Set Hostess/input_Hostess""), hostess)",Chrome 75.0.3770.100,,2019-07-05 11:25:53,2019-07-05 11:25:53,0.407s,PASSED
delay(2),Chrome 75.0.3770.100,,2019-07-05 11:25:53,2019-07-05 11:25:55,2.004s,PASSED
"sendKeys(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Create Show - Set Hostess/input_Hostess""), Keys.chord(ARROW_DOWN))",Chrome 75.0.3770.100,,2019-07-05 11:25:55,2019-07-05 11:25:55,0.101s,PASSED
"sendKeys(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Create Show - Set Hostess/input_Hostess""), Keys.chord(ENTER))",Chrome 75.0.3770.100,,2019-07-05 11:25:55,2019-07-05 11:25:55,0.102s,PASSED
delay(2),Chrome 75.0.3770.100,,2019-07-05 11:25:55,2019-07-05 11:25:57,2.005s,PASSED
"validateHostessAddressMsg = findWebElements(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Create Show - Set Hostess/validate_address_msg""), 5)",Chrome 75.0.3770.100,,2019-07-05 11:25:57,2019-07-05 11:25:57,0.044s,PASSED
println(validateHostessAddressMsg.size()),Chrome 75.0.3770.100,,2019-07-05 11:25:57,2019-07-05 11:25:57,0.004s,PASSED
if (validateHostessAddressMsg.isEmpty()),Chrome 75.0.3770.100,,2019-07-05 11:25:57,2019-07-05 11:25:57,0.001s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Create Show - Set Hostess/select_Choose_From_Contacts_Co-Hostess""), ""3"", true)",Chrome 75.0.3770.100,,2019-07-05 11:25:57,2019-07-05 11:25:58,0.328s,PASSED
"setText(findTestObject(""Object Repository/virualShowRSVPOR/Page_cabi Create Show - Set Hostess/input_Cohostess""), cohostess)",Chrome 75.0.3770.100,,2019-07-05 11:25:58,2019-07-05 11:25:58,0.439s,PASSED
delay(2),Chrome 75.0.3770.100,,2019-07-05 11:25:58,2019-07-05 11:26:00,2.004s,PASSED
