Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalSuite,Chrome 74.0.3729.131,,2019-05-08 16:25:50,2019-05-08 16:27:21,1m - 31.348s,FAILED
,,,,,,
Test Cases/NewArrivals,Chrome 74.0.3729.131,,2019-05-08 16:25:50,2019-05-08 16:27:20,1m - 30.077s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.131,,2019-05-08 16:25:51,2019-05-08 16:25:51,0.180s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-08 16:25:51,2019-05-08 16:25:55,3.857s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 74.0.3729.131,,2019-05-08 16:25:55,2019-05-08 16:27:20,1m - 25.124s,FAILED
