Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DTYSuite,Chrome 78.0.3904.70,,2019-11-06 03:26:09,2019-11-06 03:29:05,2m - 55.933s,FAILED
,,,,,,
Test Cases/VirtualShow/BODTY/DTY,Chrome 78.0.3904.70,,2019-11-06 03:26:11,2019-11-06 03:29:04,2m - 52.530s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 78.0.3904.70,,2019-11-06 03:26:13,2019-11-06 03:26:13,0.277s,PASSED
"dataFile = ""virtualShowData""",Chrome 78.0.3904.70,,2019-11-06 03:26:18,2019-11-06 03:26:18,0.001s,PASSED
"guest1 = findTestData(dataFile).getValue(""guest1"", 1)",Chrome 78.0.3904.70,,2019-11-06 03:26:18,2019-11-06 03:26:22,4.655s,PASSED
"guest2 = findTestData(dataFile).getValue(""guest2"", 1)",Chrome 78.0.3904.70,,2019-11-06 03:26:22,2019-11-06 03:26:23,0.376s,PASSED
"hostess = findTestData(dataFile).getValue(""hostess"", 1)",Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.217s,PASSED
"cohostess = findTestData(dataFile).getValue(""cohostess"", 1)",Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.084s,PASSED
dfMM = new java.text.SimpleDateFormat(MM),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.076s,PASSED
dfDD = new java.text.SimpleDateFormat(dd),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.005s,PASSED
dfYYYY = new java.text.SimpleDateFormat(yyyy),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.002s,PASSED
today = getInstance().getTime(),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.245s,PASSED
c = Calendar.getInstance(),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.002s,PASSED
c.setTime(today),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.003s,PASSED
"c.add(DATE, 2)",Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.002s,PASSED
newShowDate = c.getTime(),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.004s,PASSED
vsyear = dfYYYY.format(newShowDate),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.004s,PASSED
vsmonth = dfMM.format(newShowDate),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.002s,PASSED
vsday = dfDD.format(newShowDate),Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.157s,PASSED
"println(UtilityMethods.concat(""from DTY: "", vsday, "" "", vsmonth, "" "", vsyear))",Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:26:23,0.068s,PASSED
"callTestCase(findTestCase(""VirtualShow/createAPhysicalShow""), [""BOURL"":"""", ""BOuser"":"""", ""BOpass"":"""", ""hostess"":"""", ""cohostess"":"""", ""vsday"":vsday, ""vsmonth"":vsmonth, ""vsyear"":vsyear], STOP_ON_FAILURE)",Chrome 78.0.3904.70,,2019-11-06 03:26:23,2019-11-06 03:28:06,1m - 42.792s,PASSED
driver = getWebDriver(),Chrome 78.0.3904.70,,2019-11-06 03:28:06,2019-11-06 03:28:06,0.001s,PASSED
