Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalsSuite1,Chrome 77.0.3865.90,,2019-10-03 17:38:55,2019-10-03 17:47:08,8m - 13.251s,PASSED
,,,,,,
Test Cases/NA_Timezone_Separated/BORetail1,Chrome 77.0.3865.90,,2019-10-03 17:38:55,2019-10-03 17:40:22,1m - 27.031s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 77.0.3865.90,,2019-10-03 17:38:55,2019-10-03 17:38:55,0.049s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-10-03 17:38:56,2019-10-03 17:38:59,3.505s,PASSED
driver = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-03 17:38:59,2019-10-03 17:38:59,0.001s,PASSED
executor = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-03 17:38:59,2019-10-03 17:38:59,0.001s,PASSED
"for ([timeRow = 1, timeRow <= 1, (timeRow++)])",Chrome 77.0.3865.90,,2019-10-03 17:38:59,2019-10-03 17:40:22,1m - 23.017s,PASSED
,,,,,,
Test Cases/NA_Timezone_Separated/BORetail2,Chrome 77.0.3865.90,,2019-10-03 17:40:22,2019-10-03 17:41:39,1m - 16.538s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 77.0.3865.90,,2019-10-03 17:40:22,2019-10-03 17:40:22,0.005s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-10-03 17:40:23,2019-10-03 17:40:26,2.983s,PASSED
driver = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-03 17:40:26,2019-10-03 17:40:26,0.001s,PASSED
executor = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 77.0.3865.90,,2019-10-03 17:40:26,2019-10-03 17:40:26,0.000s,PASSED
"for ([timeRow = 2, timeRow <= 2, (timeRow++)])",Chrome 77.0.3865.90,,2019-10-03 17:40:26,2019-10-03 17:41:39,1m - 13.219s,PASSED
,,,,,,
Test Cases/NA_Timezone_Separated/BORetail3,Chrome 77.0.3865.90,,2019-10-03 17:41:39,2019-10-03 17:43:02,1m - 22.728s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 77.0.3865.90,,2019-10-03 17:41:39,2019-10-03 17:41:39,0.002s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-10-03 17:41:39,2019-10-03 17:41:42,2.926s,PASSED
