Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalsSuite1,Chrome 77.0.3865.90,,2019-10-04 11:56:48,2019-10-04 11:58:28,1m - 40.783s,FAILED
,,,,,,
Test Cases/NA_Timezone_Separated/BOPersonal1,Chrome 77.0.3865.90,,2019-10-04 11:56:48,2019-10-04 11:58:27,1m - 38.831s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 77.0.3865.90,,2019-10-04 11:56:48,2019-10-04 11:56:48,0.130s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,2019-10-04 11:56:49,2019-10-04 11:56:54,4.915s,PASSED
"for ([timeRow = 1, timeRow <= 1, (timeRow++)])",Chrome 77.0.3865.90,,2019-10-04 11:56:54,2019-10-04 11:58:27,1m - 32.971s,FAILED
