Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalSuite,Chrome 74.0.3729.131,,2019-05-08 16:14:18,2019-05-08 16:19:43,5m - 24.268s,FAILED
,,,,,,
Test Cases/NewArrivals,Chrome 74.0.3729.131,,2019-05-08 16:14:19,2019-05-08 16:19:42,5m - 23.116s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.131,,2019-05-08 16:14:19,2019-05-08 16:14:19,0.146s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-08 16:14:19,2019-05-08 16:14:23,3.501s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 74.0.3729.131,,2019-05-08 16:14:23,2019-05-08 16:19:42,5m - 18.947s,FAILED
