Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EditOrderTestSuit,Chrome 75.0.3770.142,,2019-07-30 14:41:24,2019-07-30 14:44:38,3m - 14.087s,FAILED
,,,,,,
Test Cases/editOrder/rsEditOrderRS,Chrome 75.0.3770.142,,2019-07-30 14:41:25,2019-07-30 14:44:35,3m - 10.023s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.142,,2019-07-30 14:41:26,2019-07-30 14:41:26,0.118s,PASSED
"openBrowser("""")",Chrome 75.0.3770.142,,2019-07-30 14:41:28,2019-07-30 14:41:36,8.790s,PASSED
"callTestCase(findTestCase(""TestCaseUtilities/setVHost""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-30 14:41:36,2019-07-30 14:41:56,19.839s,PASSED
"callTestCase(findTestCase(""editOrder/retailOrderRS""), [""addOnStyle"":""""], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-30 14:41:56,2019-07-30 14:44:35,2m - 39.101s,FAILED
