Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalSuite,Chrome 74.0.3729.157,,2019-05-22 14:19:13,2019-05-22 14:23:56,4m - 42.757s,FAILED
,,,,,,
Test Cases/NewArrivals,Chrome 74.0.3729.157,,2019-05-22 14:19:14,2019-05-22 14:23:55,4m - 41.409s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.157,,2019-05-22 14:19:14,2019-05-22 14:19:14,0.169s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,2019-05-22 14:19:14,2019-05-22 14:19:18,3.609s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,2019-05-22 14:19:18,2019-05-22 14:19:19,1.179s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 74.0.3729.157,,2019-05-22 14:19:19,2019-05-22 14:23:55,4m - 35.828s,FAILED
