Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalSuite,Chrome 74.0.3729.157,,2019-05-22 15:12:11,2019-05-22 15:17:07,4m - 55.218s,FAILED
,,,,,,
Test Cases/NewArrivals,Chrome 74.0.3729.157,,2019-05-22 15:12:12,2019-05-22 15:17:06,4m - 53.940s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.157,,2019-05-22 15:12:12,2019-05-22 15:12:12,0.050s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,2019-05-22 15:12:12,2019-05-22 15:12:16,3.536s,PASSED
maximizeWindow(),Chrome 74.0.3729.157,,2019-05-22 15:12:16,2019-05-22 15:12:17,1.200s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 74.0.3729.157,,2019-05-22 15:12:17,2019-05-22 15:17:06,4m - 48.630s,FAILED
