Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewArrivalSuite,Chrome 75.0.3770.100,,2019-06-24 17:23:49,2019-06-24 17:24:29,40.235s,ERROR
,,,,,,
Test Cases/NewArrival/NewArrivals,Chrome 75.0.3770.100,,2019-06-24 17:23:50,2019-06-24 17:24:29,38.996s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 75.0.3770.100,,2019-06-24 17:23:50,2019-06-24 17:23:50,0.238s,PASSED
"openBrowser("""")",Chrome 75.0.3770.100,,2019-06-24 17:23:51,2019-06-24 17:23:55,4.566s,PASSED
maximizeWindow(),Chrome 75.0.3770.100,,2019-06-24 17:23:55,2019-06-24 17:23:56,1.042s,PASSED
"for ([timeRow = 1, timeRow <= findTestData(""timezoneData"").getRowNumbers(), (timeRow++)])",Chrome 75.0.3770.100,,2019-06-24 17:23:56,2019-06-24 17:24:29,32.298s,ERROR
